"|","|__Codigo","|__Seccion","|__Profesores__001","|__Profesores__002","|__Profesores__003","|__Profesores__004","|__Profesores__005","|__Profesores__006","|__Profesores__007","|__Profesores__008","|__Profesores__009","|__Profesores__010","|__Profesores__011","|__Profesores__012"
"745","DPDICIR04","1","Carlos Espinoza C.","Jacques Wiertz","Manuel Caraballo","","","","","","","","",""
"746","DPDICIR05","1","Roberto Gesche S.","","","","","","","","","","",""
"747","DPDICIR06","1","Pedro Valencia Z.","Christian Ihle","","","","","","","","","",""
"748","DPDICIR07","1","Luis Valenzuela P.","","","","","","","","","","",""
"749","DPDICIR08","1","Diana Comte S.","Christian Ihle","César Pasten P.","","","","","","","","",""
"750","DPDIIIN01","1","Juan D. Velásquez","Richard Weber H.","Sebastián Santana R.","Diego López H.","Carla M. Vairetti","","","","","","",""
"751","DPEPCDA01","1","Pamela Cañas","Jacobo Homsi A.","Katherine Lizama Allende","Néstor Rojas A.","Claudia Mellado T.","Eduardo Rubio A.","Juvenal Letelier","Ana Lucía Prieto Santa","","","",""
"752","DPPRUEBA","1","","","","","","","","","","","",""
"753","MDS7201","1","Cinthya Leonor Vergara Silva","Sebastián Santana R.","","","","","","","","","",""
"754","MDS7202","1","Pablo Badilla Torrealba","","","","","","","","","","",""
"755","MIE7101","1","Julio Lira","Maria Jose Sandoval S.","","","","","","","","","",""
"756","MIE7102","1","Julio Lira","Maria Jose Sandoval S.","","","","","","","","","",""
"757","MIE7103","1","Rodrigo Cooper Cortés","Edgardo Santibañez V.","","","","","","","","","",""
"758","MIE7104","1","Claudio Maggi C.","Cecilia Ibarra M.","","","","","","","","","",""
"759","EP0001","1","","","","","","","","","","","",""
"760","EP2201","1","Carla Aro Navarro","","","","","","","","","","",""
"761","EP3203","1","Marcela O'Ryan M.","","","","","","","","","","",""
"762","EP4205","1","Álvaro Meza M.","","","","","","","","","","",""
"763","EP4205","2","Erika Diaz S.","","","","","","","","","","",""
"764","EP5206","1","Jorge Carroza","","","","","","","","","","",""
"765","EP7001","1","Nelson Escobar B.","Enrique Sologuren","","","","","","","","","",""
"766","EP7003","1","Enrique Sologuren","","","","","","","","","","",""
"767","EP9000","1","","","","","","","","","","","",""
"768","EP80A","1","","","","","","","","","","","",""
"769","EP80B","1","","","","","","","","","","","",""
"770","EP80C","1","","","","","","","","","","","",""
"771","EP80D","1","","","","","","","","","","","",""
"772","EP80E","1","","","","","","","","","","","",""
"773","EP80F","1","","","","","","","","","","","",""
"774","EP91A","1","","","","","","","","","","","",""
"775","EP91B","1","","","","","","","","","","","",""
"776","EP91C","1","","","","","","","","","","","",""
"777","EP91D","1","","","","","","","","","","","",""
"778","EP91E","1","","","","","","","","","","","",""
"779","EP91F","1","","","","","","","","","","","",""
"780","EP91G","1","","","","","","","","","","","",""
"781","EP91H","1","","","","","","","","","","","",""
"782","EP91I","1","","","","","","","","","","","",""
"783","EP91J","1","","","","","","","","","","","",""
"784","EP700","1","Ruben Boroschek Krauskopf","","","","","","","","","","",""
"785","EP900","1","","","","","","","","","","","",""
"786","EP901","1","","","","","","","","","","","",""
"787","FD701","1","Maria Cordero Garayar","","","","","","","","","","",""
"788","FD702","1","Aldo Tamburrino T.","Ricardo Muñoz M.","Humberto Palza C.","Claudio Falcon B.","","","","","","","",""
"789","FD705","1","Christian Ihle","","","","","","","","","","",""
"790","FD705","2","Rodrigo Hernandez P.","","","","","","","","","","",""
"791","ES-0000","0000","Macarena Zapata P.","","","","","","","","","","",""
"792","ES1001","1","Patricia Muñoz Silva","Ricardo Gaete R.","","","","","","","","","",""
"793","ES1001","2","Patricia Muñoz Silva","Ricardo Gaete R.","","","","","","","","","",""
"794","ES1001","3","Patricia Muñoz Silva","Ricardo Gaete R.","","","","","","","","","",""
"795","ES1001","4","Patricia Muñoz Silva","Ricardo Gaete R.","","","","","","","","","",""
"796","MOVEC2","1","Viviana Ruiz P.","Daniel Castillo Mauna","","","","","","","","","",""
"797","MOVEC4","1","Viviana Ruiz P.","Daniel Castillo Mauna","","","","","","","","","",""
"798","MOV1","1","Viviana Ruiz P.","Daniel Castillo Mauna","","","","","","","","","",""
"799","VA-01-0327-17","01","Anahí Urquiza","","","","","","","","","","",""
"800","VA-01-0327-18","01","Roxana Pey T.","","","","","","","","","","",""
"801","VA-01-0327-20","01","Andrea Pizarro Cano","Bárbara Ángel B.","","","","","","","","","",""
"802","VA-01-0327-22","01","Paula Calderón M.","","","","","","","","","","",""
"803","VA-01-0327-30","01","Cecilia Baginsky G.","Lorena Rodríguez Osiac","Marcela Araya B.","","","","","","","","",""
"804","VA-01-0327-31","01","Eduardo Andrés Carreño Lara","","","","","","","","","","",""
"805","VA-01-0327-33","01","Luis Bahamondes G.","","","","","","","","","","",""
"806","VA-01-0327-40","01","Julio Hasbún","Francisca Valdebenito A.","","","","","","","","","",""
"807","VA-01-0327-41","01","Carlos Mario Rafael Ruiz Schneider","Claudio Gutiérrez","Mercedes Natalia López N.","","","","","","","","",""
"808","VA-01-0327-42","01","Consuelo Sepúlveda R.","","","","","","","","","","",""
"809","VA-01-0327-43","01","Carolina Muñoz Rojas","","","","","","","","","","",""
"810","VA-01-0327-44","01","Paula González-Álvarez","","","","","","","","","","",""
"811","VA-01-0327-51","01","Maider del Olmo Z.","","","","","","","","","","",""
"812","VA-01-0327-53","01","Anahí Urquiza","","","","","","","","","","",""
"813","VA-01-0327-54","01","Jaime Campos M.","Julián Antonio Cortés Oggero","Juliette Marín","","","","","","","","",""
"814","VA-01-0327-55","01","Sebastián A. Riquelme","","","","","","","","","","",""
"815","VA-01-0327-56","01","Rosa Deves","Andrea Elgueta P.","Pilar Reyes J.","","","","","","","","",""
"816","VA-01-0327-57","01","Luis Osandón Millavil","Leonora Reyes J.","Jorge Cabaluz","","","","","","","","",""
"817","VA-01-0327-58","01","Elsa Mora C.","Alvaro Calfucoy Gutierrez","","","","","","","","","",""
"818","VA-01-0327-59","01","Christian Andrés Quinteros Flores","","","","","","","","","","",""
"819","VA-01-0327-60","01","Carolina Canales","","","","","","","","","","",""
"820","VA-01-0327-61","01","Natalia Lucero M.","","","","","","","","","","",""
"821","VA-01-0327-62","01","Sandra Sara Mella Díaz","Patricio Javier Bustamante Veas","Luis Alejandro Vera F.","","","","","","","","",""
"822","VA-01-0327-64","01","Ernesto Calderon A.","","","","","","","","","","",""
"823","VA-01-0327-65","01","Fernando Ulloa V.","Isaac Peña V.","","","","","","","","","",""
"824","VA-01-0327-66","01","Gricelda Figueroa","Claudia Villagran Muñoz","","","","","","","","","",""
"825","VA-01-0324-1","01","Irma Palma M.","","","","","","","","","","",""
"826","VA-01-0327-2","01","Paula González-Álvarez","","","","","","","","","","",""
"827","VA-01-0331-1","01","Kamal Cumsille M.","","","","","","","","","","",""
"828","VA-01-0280","01","Claudio Nash Rojas","Karen Cea P.","","","","","","","","","",""
"829","VA-01-0311","01","Jorge Ramirez F.","Yasna Palmeiro S.","Ignacio Silva","","","","","","","","",""
"830","VA-01-0321","01","María Nora González Jaraquemada","","","","","","","","","","",""
"831","VA-01-0329","01","Jaime Díaz B.","Daniela Inés Ejsmentewicz Cáceres","Dolorinda Daniele","","","","","","","","",""
"832","VA-01-0333","01","Diego Vallejos O.","","","","","","","","","","",""
"833","CFG2106","1","Margarita Bustos C.","José Miguel Labrín E.","","","","","","","","","",""
"834","CFG2205","1","Macarena Zapata P.","","","","","","","","","","",""
"835","FG6066","1","Diana Comte S.","","","","","","","","","","",""
"836","FG6067","1","Víctor Muñoz","","","","","","","","","","",""
"837","FG6075","1","Claudio Millacura S.","","","","","","","","","","",""
"838","FG6097","1","Loreto Prat","Manuel Araya A.","","","","","","","","","",""
"839","FG6135","1","Ana M. Tapia Adler","Paula Calderón M.","Luis Bahamondes G.","","","","","","","","",""
"840","FI1000","1","Claudio Falcon B.","","","","","","","","","","",""
"841","FI1000","2","Nelson Zamorano H.","","","","","","","","","","",""
"842","FI1000","3","Marcos Flores Carrasco","","","","","","","","","","",""
"843","FI1000","4","Andrés Meza","","","","","","","","","","",""
"844","FI1000","5","Walter Max-Moerbeck A.","","","","","","","","","","",""
"845","FI1000","6","Paulina Lira T.","","","","","","","","","","",""
"846","FI1000","7","Roberto Rondanelli","","","","","","","","","","",""
"847","FI1000","8","César I. Fuentes","","","","","","","","","","",""
"848","FI1100","1","Andrés Meza","","","","","","","","","","",""
"849","FI2001","1","Gonzalo A. Palma","","","","","","","","","","",""
"850","FI2001","2","Claudio Romero Z.","","","","","","","","","","",""
"851","FI2001","3","Hugo Arellano S.","","","","","","","","","","",""
"852","FI2001","4","Ricardo Muñoz M.","","","","","","","","","","",""
"853","FI2001","5","Andres Escala Astorquiza","","","","","","","","","","",""
"854","FI2001","6","Patricio Aceituno G.","","","","","","","","","","",""
"855","FI2002","1","Claudio Romero Z.","","","","","","","","","","",""
"856","FI2002","2","Domenico Sapone","","","","","","","","","","",""
"857","FI2002","3","Francisco Brieva","","","","","","","","","","",""
"858","FI2003","1","Diana Dulic","","","","","","","","","","",""
"859","FI2003","2","Maria Cordero Garayar","","","","","","","","","","",""
"860","FI2003","3","René Alejandro Méndez Bussard","","","","","","","","","","",""
"861","FI2003","4","René Alejandro Méndez Bussard","","","","","","","","","","",""
"862","FI2004","1","Marcel Clerc G.","","","","","","","","","","",""
"863","FI2004","2","Felipe Barra D.","","","","","","","","","","",""
"864","FI3001","1","Álvaro S. Núñez","","","","","","","","","","",""
"865","FI3002","1","Rodrigo Soto B.","","","","","","","","","","",""
"866","FI3003","1","Victor Fuenzalida E.","","","","","","","","","","",""
"867","FI3003","2","Claudio Falcon B.","","","","","","","","","","",""
"868","FI3101","1","Néstor Sepúlveda S.","","","","","","","","","","",""
"869","FI3102","1","Hugo Arellano S.","","","","","","","","","","",""
"870","FI3104","1","Valentino González C.","","","","","","","","","","",""
"871","FI4001","1","Rodrigo Arias F.","","","","","","","","","","",""
"872","FI4003","1","Marcos Flores Carrasco","","","","","","","","","","",""
"873","FI4004","1","Mario Riquelme H.","","","","","","","","","","",""
"874","FI4101","1","Luis Foa Torres","","","","","","","","","","",""
"875","FI4104","1","Fernando Lund P.","","","","","","","","","","",""
"876","FI4105","1","Nicolás Mujica","","","","","","","","","","",""
"877","FI4106","1","Rodrigo Vicencio P.","","","","","","","","","","",""
"878","FI5025","1","Luis Foa Torres","","","","","","","","","","",""
"879","FI6005","1","Rodrigo Vicencio P.","","","","","","","","","","",""
"880","FI6006","1","Raul Muñoz A.","","","","","","","","","","",""
"881","FI6010","1","Enrique Cordaro C.","","","","","","","","","","",""
"882","FI7002","1","Francisco Brieva","Hugo Arellano S.","","","","","","","","","",""
"883","FI7008","1","Rodrigo Soto B.","","","","","","","","","","",""
"884","FI7009","1","Gonzalo A. Palma","","","","","","","","","","",""
"885","FI7010","1","Maria Cordero Garayar","","","","","","","","","","",""
"886","FI7011","1","Gonzalo A. Palma","","","","","","","","","","",""
"887","FI7020","1","Felipe Barra D.","","","","","","","","","","",""
"888","FI7023","1","Gonzalo A. Palma","","","","","","","","","","",""
"889","FI797","1","Luis Foa Torres","","","","","","","","","","",""
"890","FI798","1","Luis Foa Torres","","","","","","","","","","",""
"891","FI896","1","Luis Foa Torres","","","","","","","","","","",""
"892","FI897","1","Luis Foa Torres","","","","","","","","","","",""
"893","FI898","1","Luis Foa Torres","","","","","","","","","","",""
"894","FI899","1","Luis Foa Torres","","","","","","","","","","",""
"895","GF3001","1","Jaime Campos M.","","","","","","","","","","",""
"896","GF3001","2","Daniel Díaz A.","","","","","","","","","","",""
"897","GF3011","1","Maisa Rojas Corradi","","","","","","","","","","",""
"898","GF3022","1","Laura Gallardo K.","","","","","","","","","","",""
"899","GF3022","2","Nicolás Huneeus L.","","","","","","","","","","",""
"900","GF3103","1","Ricardo Muñoz M.","","","","","","","","","","",""
"901","GF4001","1","Mario Pardo P.","","","","","","","","","","",""
"902","GF4001","2","Sergio Ruiz T.","","","","","","","","","","",""
"903","GF4004","1","Eduardo Contreras Reyes","","","","","","","","","","",""
"904","GF4006","1","Emilio Vera S.","Daniel Díaz A.","","","","","","","","","",""
"905","GF4029","1","Javier Ruiz P.","","","","","","","","","","",""
"906","GF4901","1","Emilio Vera S.","Laura Gallardo K.","","","","","","","","","",""
"907","GF5010","1","Roberto Rondanelli","","","","","","","","","","",""
"908","GF5018","1","Felipe Leyton F.","Juan Baez S.","Sergio Ruiz T.","","","","","","","","",""
"909","GF5070","1","Andrei Maksymowicz J.","Daniel Díaz A.","","","","","","","","","",""
"910","GF5071","1","","","","","","","","","","","",""
"911","GF7666","1","Raúl Madariaga M.","Jaime Campos M.","Francisco Bravo S.","Mauricio Fuentes","","","","","","","",""
"912","GF78A","1","Laura Gallardo K.","","","","","","","","","","",""
"913","GF78C","1","René Darío Garreaud Salazar","","","","","","","","","","",""
"914","GF601","1","Patricio Aceituno G.","Juan P. Boisier","","","","","","","","","",""
"915","GF700","1","Emilio Vera S.","Andrei Maksymowicz J.","","","","","","","","","",""
"916","GF731","1","Raúl Madariaga M.","Sergio Ruiz T.","","","","","","","","","",""
"917","GF750","1","René Darío Garreaud Salazar","","","","","","","","","","",""
"918","GF790","1","René Darío Garreaud Salazar","","","","","","","","","","",""
"919","GF791","1","René Darío Garreaud Salazar","","","","","","","","","","",""
"920","GF797","1","Daniel Díaz A.","","","","","","","","","","",""
"921","GF798","1","Daniel Díaz A.","","","","","","","","","","",""
"922","GL3004","1","Alfonso Rubilar R.","Rodrigo Fernández V.","","","","","","","","","",""
"923","GL3101","1","Alida Pérez F.","","","","","","","","","","",""
"924","GL3101","2","Irene Del Real C.","","","","","","","","","","",""
"925","GL3101","3","Francisco Delgado","","","","","","","","","","",""
"926","GL3102","1","Angelo Castruccio A.","Alida Pérez F.","","","","","","","","","",""
"927","GL3103","1","Benigno Godoy Neira","","","","","","","","","","",""
"928","GL3301","1","Benigno Godoy Neira","","","","","","","","","","",""
"929","GL3402","1","Gabriel Easton","","","","","","","","","","",""
"930","GL3402","2","Gabriel Easton","","","","","","","","","","",""
"931","GL4001","1","Miguel Ángel Parada R.","","","","","","","","","","",""
"932","GL4001","2","Miguel Ángel Parada R.","","","","","","","","","","",""
"933","GL4009","1","Diego Morata C.","","","","","","","","","","",""
"934","GL4010","1","Valentina Flores Aqueveque","","","","","","","","","","",""
"935","GL4011","1","Marisol Lara C.","","","","","","","","","","",""
"936","GL4012","1","Matias Taucare","","","","","","","","","","",""
"937","GL4017","1","Daniel Moncada","","","","","","","","","","",""
"938","GL4102","1","Gregory P. De Pascale","","","","","","","","","","",""
"939","GL4401","1","Fernando Barra P.","","","","","","","","","","",""
"940","GL4401","2","Fernando Barra P.","","","","","","","","","","",""
"941","GL4402","1","Luisa Pinto L.","","","","","","","","","","",""
"942","GL4402","2","Benigno Godoy Neira","","","","","","","","","","",""
"943","GL4502","1","Martin Reich M.","","","","","","","","","","",""
"944","GL4502","2","Martin Reich M.","","","","","","","","","","",""
"945","GL4503","1","Katja Deckart","","","","","","","","","","",""
"946","GL4901","1","Angelo Castruccio A.","","","","","","","","","","",""
"947","GL5003","1","Alejandro A. Pérez Rojas","","","","","","","","","","",""
"948","GL5004","1","Diego Morata C.","","","","","","","","","","",""
"949","GL5005","1","Katja Deckart","","","","","","","","","","",""
"950","GL5006","1","Francisco Herve A.","","","","","","","","","","",""
"951","GL5010","1","Valentina Flores Aqueveque","","","","","","","","","","",""
"952","GL5011","1","Osvaldo Carvajal M.","","","","","","","","","","",""
"953","GL5014","1","Martin Reich M.","","","","","","","","","","",""
"954","GL5015","1","","","","","","","","","","","",""
"955","GL5020","1","Philippe Robidoux","","","","","","","","","","",""
"956","GL5022","1","Pablo Casanova G.","","","","","","","","","","",""
"957","GL5101","1","Fernando Poblete G.","","","","","","","","","","",""
"958","GL5102","1","","","","","","","","","","","",""
"959","GL5102","2","Valentina Flores Aqueveque","","","","","","","","","","",""
"960","GL5102","3","Valentina Flores Aqueveque","","","","","","","","","","",""
"961","GL5103","1","Miguel Ángel Parada R.","Diego Morata C.","","","","","","","","","",""
"962","GL5103","2","Miguel Ángel Parada R.","Diego Morata C.","","","","","","","","","",""
"963","GL5103","3","Miguel Ángel Parada R.","Diego Morata C.","","","","","","","","","",""
"964","GL5114","1","Marcelo Farías","","","","","","","","","","",""
"965","GL5201","1","Sofia Rebolledo L.","","","","","","","","","","",""
"966","GL5212","1","Angelo Castruccio A.","","","","","","","","","","",""
"967","GL5213","1","Dolorinda Daniele","","","","","","","","","","",""
"968","GL5311","1","Brian Townley Callejas","","","","","","","","","","",""
"969","GL5311","2","Brian Townley Callejas","","","","","","","","","","",""
"970","GL5505","1","Álvaro Silva M.","","","","","","","","","","",""
"971","GL5901","1","Angelo Castruccio A.","","","","","","","","","","",""
"972","GL6003","1","Eduardo Morgado Bravo","","","","","","","","","","",""
"973","GL6006","1","José Manuel Lattus S.","","","","","","","","","","",""
"974","GL6101","1","Marcelo García G.","Fernando Poblete G.","","","","","","","","","",""
"975","GL6101","2","Marcelo García G.","Fernando Poblete G.","","","","","","","","","",""
"976","GL6301","1","Daniel Moncada","","","","","","","","","","",""
"977","GL6503","1","Enrique Zurita B.","Ramón Aguirre M.","","","","","","","","","",""
"978","GL6908","1","Miguel Ángel Parada R.","","","","","","","","","","",""
"979","GL6909","1","Sofia Rebolledo L.","","","","","","","","","","",""
"980","GL6910","1","Sofia Rebolledo L.","","","","","","","","","","",""
"981","GL7010","1","Gregory P. De Pascale","","","","","","","","","","",""
"982","GL71C","1","Reynaldo Charrier G.","Gabriel Easton","","","","","","","","","",""
"983","GL71D","1","Martin Reich M.","","","","","","","","","","",""
"984","GL74B","1","Martin Reich M.","","","","","","","","","","",""
"985","GL79C","1","Martin Reich M.","","","","","","","","","","",""
"986","GL79D","1","Martin Reich M.","","","","","","","","","","",""
"987","GL82B","1","Martin Reich M.","","","","","","","","","","",""
"988","GL91A","1","Martin Reich M.","","","","","","","","","","",""
"989","GL91C","1","Martin Reich M.","","","","","","","","","","",""
"990","GL91D","1","Martin Reich M.","","","","","","","","","","",""
"991","GL91E","1","Martin Reich M.","","","","","","","","","","",""
"992","GL91F","1","Martin Reich M.","","","","","","","","","","",""
"993","IN2201","1","Pamela Jervis","","","","","","","","","","",""
"994","IN2201","2","Pamela Jervis","","","","","","","","","","",""
"995","IN3101","1","Carlos Vignolo F.","Sergio Celis Guzmán","Franco Vargas B.","","","","","","","","",""
"996","IN3101","2","Carlos Vignolo F.","Sergio Celis Guzmán","Franco Vargas B.","","","","","","","","",""
"997","IN3141","1","Charles Thraves C.","","","","","","","","","","",""
"998","IN3141","2","Andrés Cristi E.","","","","","","","","","","",""
"999","IN3142","1","Juan Pablo Iriarte U.","","","","","","","","","","",""
"1000","IN3142","2","Catalina Millán Montoya","","","","","","","","","","",""
"1001","IN3171","1","Andreas Wiese","","","","","","","","","","",""
"1002","IN3171","2","Rafael Epstein N.","","","","","","","","","","",""
"1003","IN3202","1","Rahmi Ilkilic","","","","","","","","","","",""
"1004","IN3301","1","Andrés Kettlun L.","Oscar Saavedra","","","","","","","","","",""
"1005","IN3301","2","Michael Jorratt D.","Loreto Tamblay N.","","","","","","","","","",""
"1006","IN3301","3","Christian Diez F.","Hugo Vásquez Guardamagna","","","","","","","","","",""
"1007","IN3301","4","Luis Llanos C.","Iván Álvarez V.","","","","","","","","","",""
"1008","IN3301","5","Alejandro Gálvez Z.","Karla Carrasco J.","","","","","","","","","",""
"1009","IN3401","1","Constanza Contreras Piña","","","","","","","","","","",""
"1010","IN3501","1","Juan D. Velásquez","Ángel Jiménez Molina","","","","","","","","","",""
"1011","IN3702","1","Susana Mondschein P.","","","","","","","","","","",""
"1012","IN3856","1","Gastón Suarez C.","","","","","","","","","","",""
"1013","IN4002","1","Cecilia Machuca","Pablo González M.","","","","","","","","","",""
"1014","IN4002","2","Lorena Teutsch B.","Rubén Daza B.","","","","","","","","","",""
"1015","IN4002","3","Zunilda Vergara Monsalve","Jorge A. Jerez Ortega","","","","","","","","","",""
"1016","IN4137","1","Lucía Schwember N.","","","","","","","","","","",""
"1017","IN4148","1","Jaime Bünzli R.","Andres Matte V.","","","","","","","","","",""
"1018","IN4203","1","Pamela Arellano P.","","","","","","","","","","",""
"1019","IN4203","2","Raphael Bergoeing V.","","","","","","","","","","",""
"1020","IN4301","1","","","","","","","","","","","",""
"1021","IN4302","1","Rafael Epstein N.","Luis Llanos C.","","","","","","","","","",""
"1022","IN4336","1","","","","","","","","","","","",""
"1023","IN4402","1","Daniel Schwartz P.","Andrés Fernández Vergara","","","","","","","","","",""
"1024","IN4402","2","Daniel Schwartz P.","Andrés Fernández Vergara","","","","","","","","","",""
"1025","IN4524","1","Luis Dujovne F.","","","","","","","","","","",""
"1026","IN4532","1","Juan D. Velásquez","","","","","","","","","","",""
"1027","IN4535","1","Ángel Jiménez Molina","Felipe E. Vildoso Castillo","Macarena V. Osorio A.","","","","","","","","",""
"1028","IN4601","1","Maximo Bosch P.","Christian Diez F.","","","","","","","","","",""
"1029","IN4703","1","Andres Weintraub P.","Bastián Vejar","","","","","","","","","",""
"1030","IN4703","2","Fernando Ordoñez P.","","","","","","","","","","",""
"1031","IN4704","1","Marcelo Olivares A.","","","","","","","","","","",""
"1032","IN4847","1","Pablo González S.","","","","","","","","","","",""
"1033","IN4852","1","Victor Perez V.","Sergio Celis Guzmán","","","","","","","","","",""
"1034","IN4859","1","Vicente Cox","","","","","","","","","","",""
"1035","IN4901","1","Karen Gutiérrez F.","","","","","","","","","","",""
"1036","IN4901","2","Karen Gutiérrez F.","","","","","","","","","","",""
"1037","IN5003","1","Claudio Pizarro T.","","","","","","","","","","",""
"1038","IN5101","1","Sebastián Conde D.","Nicole Adaros","","","","","","","","","",""
"1039","IN5134","1","Paula Cabrera P.","","","","","","","","","","",""
"1040","IN5149","1","Claudia Arratia M.","Sebastián Depolo","","","","","","","","","",""
"1041","IN5204","1","Ronald Fischer B.","","","","","","","","","","",""
"1042","IN5204","2","Carlos Noton N.","","","","","","","","","","",""
"1043","IN5226","1","Jacques Clerc P.","","","","","","","","","","",""
"1044","IN5303","1","J. Miguel Cruz","","","","","","","","","","",""
"1045","IN5303","2","Pablo Rodríguez E.","","","","","","","","","","",""
"1046","IN5322","1","Eduardo Contreras V.","Alejandro Gálvez Z.","","","","","","","","","",""
"1047","IN5324","1","Iván Álvarez V.","","","","","","","","","","",""
"1048","IN5502","1","Sebastián A. Ríos","","","","","","","","","","",""
"1049","IN5602","1","Marcel Goic F.","","","","","","","","","","",""
"1050","IN5602","2","Marcel Goic F.","","","","","","","","","","",""
"1051","IN5625","1","Nicolás Fritis C.","","","","","","","","","","",""
"1052","IN5629","1","Emilio Polit C.","","","","","","","","","","",""
"1053","IN5824","1","Lorena Donoso Abarca","","","","","","","","","","",""
"1054","IN5857","1","Hernán Cabrera P.","Cecilia Saint-Pierre Cortes","","","","","","","","","",""
"1055","IN5858","1","Sebastián Conde D.","Loreto Martínez O.","Claudia Vargas P.","","","","","","","","",""
"1056","IN5860","1","M. Paz Soriano B.","Benjamín Carrasco S.","Marcela Aguirre Jerez","Rene Lagos Barrios","","","","","","","",""
"1057","IN5902","1","Karen Gutiérrez F.","","","","","","","","","","",""
"1058","IN5902","2","Karen Gutiérrez F.","","","","","","","","","","",""
"1059","IN5902","3","Karen Gutiérrez F.","","","","","","","","","","",""
"1060","IN5902","4","Karen Gutiérrez F.","","","","","","","","","","",""
"1061","IN5921","1","Karen Gutiérrez F.","","","","","","","","","","",""
"1062","IN5924","1","Karen Gutiérrez F.","","","","","","","","","","",""
"1063","IN6004","1","Constanza Imperatore D.","William Baeza","","","","","","","","","",""
"1064","IN6004","2","Federico Iriberry C.","Mario Novoa","","","","","","","","","",""
"1065","IN6004","3","Antonio Holgado S.","Gustavo Salinas","","","","","","","","","",""
"1066","IN6004","4","Lorena Contreras R.","Gonzalo Mena Carriel","","","","","","","","","",""
"1067","IN6004","5","Patricio Varas","Andrea Victoria Nieto Eyzaguirre","","","","","","","","","",""
"1068","IN6534","1","","","","","","","","","","","",""
"1069","IN6854","1","Alejandra Mizala S.","","","","","","","","","","",""
"1070","IN6903","1","Karen Gutiérrez F.","","","","","","","","","","",""
"1071","IN6903","2","Karen Gutiérrez F.","","","","","","","","","","",""
"1072","IN6903","3","Karen Gutiérrez F.","","","","","","","","","","",""
"1073","IN6903","4","Karen Gutiérrez F.","","","","","","","","","","",""
"1074","IN6903","5","Karen Gutiérrez F.","","","","","","","","","","",""
"1075","IN6908","1","Claudio Orsini G.","Orlando Castillo E.","Ricardo Loyola M.","","","","","","","","",""
"1076","IN6908","2","Javier Suazo S.","María José Contreras Aguila","Rocío Ruiz M.","","","","","","","","",""
"1077","IN6908","3","Patricio Conca K.","Ricardo San Martín Zurita","Rodolfo Urrutia U.","","","","","","","","",""
"1078","IN6908","4","Alejandra Puente C.","Pablo Marín Vicuña","Carolina Segovia R.","","","","","","","","",""
"1079","IN6908","5","Raúl Uribe Darrigrandi","Gerardo Díaz Rodenas","Manuel Diaz Romero","","","","","","","","",""
"1080","IN6908","6","René Esquivel C.","Juan Cumsille L.","Omar Cerda I.","","","","","","","","",""
"1081","IN6908","7","Victor Perez V.","Luis Zaviezo Schwartzman","Carlos E. Castro G.","","","","","","","","",""
"1082","IN6908","8","Edgardo Santibañez V.","Astrid Contreras F.","Juan Romero G.","","","","","","","","",""
"1083","IN6908","9","Iván Díaz Campos","Ignacio Calisto L.","Karina Cisterna Muñoz","","","","","","","","",""
"1084","IN6908","10","Carlos Reyes R.","Hugo Sánchez R.","Carlos Pulgar A.","","","","","","","","",""
"1085","IN6908","11","Gastón Held B.","Gastón Suarez C.","","","","","","","","","",""
"1086","IN6908","12","Fernando Ordoñez P.","","","","","","","","","","",""
"1087","IN6908","13","Karen Gutiérrez F.","","","","","","","","","","",""
"1088","IN6909","1","Claudio Orsini G.","Orlando Castillo E.","Ricardo Loyola M.","","","","","","","","",""
"1089","IN6909","2","Javier Suazo S.","María José Contreras Aguila","Rocío Ruiz M.","","","","","","","","",""
"1090","IN6909","3","Patricio Conca K.","Ricardo San Martín Zurita","Rodolfo Urrutia U.","","","","","","","","",""
"1091","IN6909","4","Alejandra Puente C.","Pablo Marín Vicuña","Carolina Segovia R.","","","","","","","","",""
"1092","IN6909","5","Raúl Uribe Darrigrandi","Gerardo Díaz Rodenas","Manuel Diaz Romero","","","","","","","","",""
"1093","IN6909","6","René Esquivel C.","Juan Cumsille L.","Omar Cerda I.","","","","","","","","",""
"1094","IN6909","7","Victor Perez V.","Luis Zaviezo Schwartzman","Carlos E. Castro G.","","","","","","","","",""
"1095","IN6909","8","Edgardo Santibañez V.","Astrid Contreras F.","Juan Romero G.","","","","","","","","",""
"1096","IN6909","9","Iván Díaz Campos","Ignacio Calisto L.","Karina Cisterna Muñoz","","","","","","","","",""
"1097","IN6909","10","Carlos Reyes R.","Hugo Sánchez R.","Carlos Pulgar A.","","","","","","","","",""
"1098","IN6910","1","Karen Gutiérrez F.","","","","","","","","","","",""
"1099","IN6923","1","Karen Gutiérrez F.","","","","","","","","","","",""
"1100","IN6925","1","Karen Gutiérrez F.","","","","","","","","","","",""
"1101","IN6926","1","Jaime Zuñiga C.","M. Paz Amaya","","","","","","","","","",""
"1102","IN6926","2","Jacqueline Mery G.","María José Contreras Aguila","","","","","","","","","",""
"1103","IN6926","3","Claudio Pizarro T.","Paula Cabrera P.","","","","","","","","","",""
"1104","IN6926","4","José I. Salazar A.","Ricardo Loyola M.","","","","","","","","","",""
"1105","IN6926","5","Felipe Correa L.","Loreto Martínez G.","","","","","","","","","",""
"1106","IN6926","6","Claudia Schencke B.","Gustavo Salinas","","","","","","","","","",""
"1107","IN6926","7","","","","","","","","","","","",""
